,alpha,beta,gamma,tau,scf_bc,nn_scf_bc
288,4,0.2,14,0.8,0.663520411,0.67244756
289,4,0.3,14,0.8,1.189274502,1.1884861
290,4,0.4,14,0.8,1.400013945,1.4007226
291,4,0.5,14,0.8,1.492631279,1.4865072
292,4,0.6,14,0.8,1.55018121,1.548923
293,4,0.7,14,0.8,1.600486168,1.5978779
294,22,0.2,14,0.8,0.662417689,0.6684721
295,22,0.3,14,0.8,1.177272102,1.1770886
296,22,0.4,14,0.8,1.369368214,1.3682636
297,22,0.5,14,0.8,1.42166264,1.4240828
298,22,0.6,14,0.8,1.413589432,1.4138353
299,22,0.7,14,0.8,1.367557397,1.3692017
300,40,0.2,14,0.8,0.662455285,0.665046
301,40,0.3,14,0.8,1.177192038,1.1707567
302,40,0.4,14,0.8,1.36937977,1.3564236
303,40,0.5,14,0.8,1.421678135,1.4249206
304,40,0.6,14,0.8,1.413520593,1.413376
305,40,0.7,14,0.8,1.367455802,1.3680005
306,4,0.2,20,0.8,1.208443543,1.2169477
307,4,0.3,20,0.8,1.62577132,1.616129
308,4,0.4,20,0.8,1.757191945,1.7388796
309,4,0.5,20,0.8,1.775518491,1.777113
310,4,0.6,20,0.8,1.765665749,1.7457501
311,4,0.7,20,0.8,1.787654907,1.7837896
312,22,0.2,20,0.8,1.203985275,1.2071906
313,22,0.3,20,0.8,1.611466235,1.6101763
314,22,0.4,20,0.8,1.714445852,1.7056329
315,22,0.5,20,0.8,1.686268041,1.6943165
316,22,0.6,20,0.8,1.589122337,1.5749664
317,22,0.7,20,0.8,1.492664844,1.4968843
318,40,0.2,20,0.8,1.052223083,1.1846075
319,40,0.3,20,0.8,1.611467894,1.6039004
320,40,0.4,20,0.8,1.71441646,1.7043835
321,40,0.5,20,0.8,1.686143571,1.6904577
322,40,0.6,20,0.8,1.588824847,1.5767573
323,40,0.7,20,0.8,1.49337588,1.4925613
324,4,0.2,26,0.8,1.630988255,1.6479592
325,4,0.3,26,0.8,1.969035347,1.96858
326,4,0.4,26,0.8,2.034523456,2.030995
327,4,0.5,26,0.8,1.956310766,1.9414238
328,4,0.6,26,0.8,1.861955662,1.8565636
329,4,0.7,26,0.8,1.97578981,1.9613298
330,22,0.2,26,0.8,1.625371082,1.6388237
331,22,0.3,26,0.8,1.949460785,1.9423931
332,22,0.4,26,0.8,1.981660598,1.9821345
333,22,0.5,26,0.8,1.839207881,1.8341557
334,22,0.6,26,0.8,1.645868677,1.6508243
335,22,0.7,26,0.8,1.608188667,1.5779606
336,40,0.2,26,0.8,1.625367427,1.6326796
337,40,0.3,26,0.8,1.949343807,1.938691
338,40,0.4,26,0.8,1.981324314,1.9794008
339,40,0.5,26,0.8,1.838435489,1.836535
340,40,0.6,26,0.8,1.644471993,1.6484514
